nid,type,language,uid,status,created,changed,comment,promote,moderate,sticky,tnid,translate,vid,revision_uid,title,body,teaser,revision_timestamp,format,name,picture,data,path,field_date['0']['value'],field_date['0']['timezone'],field_date['0']['timezone_db'],field_date['0']['date_type'],field_image['0'],signup,has_body,last_comment_timestamp,last_comment_name,comment_count,uuid,revision_uuid,is_new,timestamp,menu['link_title'],menu['mlid'],menu['plid'],menu['menu_name'],menu['weight'],menu['module'],menu['expanded'],menu['hidden'],menu['has_children'],menu['customized'],menu['parent_depth_limit'],files['150']->fid,files['150']->uid,files['150']->filename,files['150']->filepath,files['150']->filemime,files['150']->filesize,files['150']->status,files['150']->timestamp,files['150']->nid,files['150']->vid,files['150']->description,files['150']->list,files['150']->weight,files['150']->new,files['150']->node_export_file_data,files['141']->fid,files['141']->uid,files['141']->filename,files['141']->filepath,files['141']->filemime,files['141']->filesize,files['141']->status,files['141']->timestamp,files['141']->nid,files['141']->vid,files['141']->description,files['141']->list,files['141']->weight,files['141']->new,files['141']->node_export_file_data
237,news,,1,1,1339821203,1349630857,2,1,0,0,0,0,245,1,Кто кого!,"<p><strong>Насыщенная встреча drupal-клуба была в среду. Воевали с Apache и mysql в консоли. Ошибки nginx нас окружили, но не победили)</strong></p><p><img alt="""" src=""/sites/default/files/custom_images/news/drupal_club_2_7.jpg"" style=""border-style: initial; border-color: initial; margin-top: 10px; margin-bottom: 10px; width: 430px; height: 355px; "" />В предыдущую встречу бились с настройкой вида fullcalendar, и только в эту среду обнаружили, что есть модуль agenda, который как раз и отображает события google calendar нужным образом.</p><p>Настроен вывод изображений с помощью colorbox, модуль транслитерации.</p><p>Проблема локализации бел. мовы заставила призадуматься - пришлось установить сначала русскую локализацию и только сверху - белорусскую.</p><p>Периодически сайт &ldquo;лежал&rdquo;, но это не остановливало энтузиастов продолжать работу на локалке)</p><div>&nbsp;</div><div>&nbsp;</div>","<p><strong>Насыщенная встреча drupal-клуба была в среду. Воевали с Apache и mysql в консоли. Ошибки nginx нас окружили, но не победили)</strong></p><p><img alt="""" src=""/sites/default/files/custom_images/news/drupal_club_2_7.jpg"" style=""border-style: initial; border-color: initial; margin-top: 10px; margin-bottom: 10px; width: 430px; height: 355px; "" />В предыдущую встречу бились с настройкой вида fullcalendar, и только в эту среду обнаружили, что есть модуль agenda, который как раз и отображает события google calendar нужным образом.</p>",1339821374,2,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/237,2012-06-15T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1339821203,,0,4a16d54a-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630857,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,news,,1,1,1339353360,1349630857,2,1,0,0,0,0,241,1,"Качество, а не количество","<p><strong>Встреча прошлой среды была интенсивной. Сосредоточились на отдельных задачах и максимально их добивали.</strong></p><p><!--break--><img alt="""" src=""/sites/default/files/custom_images/news/dr_kl_2_6.jpg"" style=""margin-top: 10px; margin-bottom: 10px; width: 430px; height: 332px; "" />Попытка настроить media gallery была не очень удачной и решили остановиться на выводе галереи через views и мультизагрузчик. Основная проблема была в мультизагрузчике, котрый никак не хотел загружать нужное количество изображений (более 10). Решение найдено: plupload + FileField Sources Plupload. Осталось настроить вывод галереи. Изучили вставку google календаря.</p><p>Остается проблема в отображении даты с событием вместо текущей даты.</p><p>Переходим на безлимитный интернет. Давно пора.</p><p>Остались запланированные задачи, которые переносятся на следующую встречу (смотреть анонс 6-й встречи http://drupal-sliot.by/news/226).</p>",<p><strong>Встреча прошлой среды была интенсивной. Сосредоточились на отдельных задачах и максимально их добивали.</strong></p><p>,1339396424,2,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/233,2012-06-06T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1339353360,,0,4a1d169e-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630857,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,news,,1,1,1339354645,1349630857,2,1,0,0,0,0,242,1,Drupal-клуб 2.7. Детали,"На новой встрече клуба (база Фаланстера, 13.06.2012, среда, 18.30) доделываем старые задачи предыдущей встречи. 

Некоторые из задач, которые продолжаем решать - это и интеграция с беларуским языком, и  тюнинг стилей (css), и прикручивание галереи, и мобильная версия (ширина - 320px на Omega), и оформление дизайна. Так же попробуем на вкус IDE Eclips, изучаем сервер nginx.

Смотрите видеотрансляцию на сайте zabej.info (в 18.30). Drupal ждет Вас в реале, присоединяйтесь!
 ","На новой встрече клуба (база Фаланстера, 13.06.2012, среда, 18.30) доделываем старые задачи предыдущей встречи. 

Некоторые из задач, которые продолжаем решать - это и интеграция с беларуским языком, и  тюнинг стилей (css), и прикручивание галереи, и мобильная версия (ширина - 320px на Omega), и оформление дизайна. Так же попробуем на вкус IDE Eclips, изучаем сервер nginx.

Смотрите видеотрансляцию на сайте zabej.info (в 18.30). Drupal ждет Вас в реале, присоединяйтесь!
 ",1339355949,1,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/234,2012-06-09T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1339354645,,0,4a23593c-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630857,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,news,,1,1,1339155973,1349630857,2,1,0,0,0,0,240,1,Видео. Презентация Drupal-клуба на Форуме образовательных инициатив,"<p>7 июня Drupal-клуб презентовал себя в МОЦ &quot;Фиальта&quot;.</p><p>Видеоотчет с события</p>
<iframe width=""420"" height=""315"" src=""http://www.youtube.com/embed/01V6VK_PnMY"" frameborder=""0"" allowfullscreen></iframe>","<p>7 июня Drupal-клуб презентовал себя в МОЦ &quot;Фиальта&quot;.</p><p>Видеоотчет с события</p>
<iframe width=""420"" height=""315"" src=""http://www.youtube.com/embed/01V6VK_PnMY"" frameborder=""0"" allowfullscreen></iframe>",1339157694,3,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/232,2012-06-08T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1339155973,,0,4a2991e4-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630857,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,news,,1,1,1339142551,1349630857,2,1,0,0,0,0,239,1,Презентация Drupal-клуба,"<br>
<div style=""width:425px"" id=""__ss_13246117""> <iframe src=""http://www.slideshare.net/slideshow/embed_code/13246117"" width=""425"" height=""355"" frameborder=""0"" marginwidth=""0"" marginheight=""0"" scrolling=""no"" style=""border:1px solid #CCC;border-width:1px 1px 0"" allowfullscreen></iframe> </div>
<br>




","<br>
<div style=""width:425px"" id=""__ss_13246117""> <iframe src=""http://www.slideshare.net/slideshow/embed_code/13246117"" width=""425"" height=""355"" frameborder=""0"" marginwidth=""0"" marginheight=""0"" scrolling=""no"" style=""border:1px solid #CCC;border-width:1px 1px 0"" allowfullscreen></iframe> </div>
<br>




",1339156672,3,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/231,2012-06-07T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1339142551,,0,4a2fcb4a-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630857,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,news,,1,1,1339106791,1349630858,2,1,0,0,0,0,238,1,Фаланстер в Фиальте. Ушли ловить настоящее,"<p><strong>Команда Фаланстера приняла участие с презентацией проекта &laquo;Drupal-клуба&raquo; на &nbsp;Форуме образовательных инициатив на базе &laquo;Фиальты&raquo; вчера (7 июня). Семи минут оказалось достаточно для рассказа и ещё немного для исследования обстановки.</strong></p><p>Не очень-то и много в Беларуси активистов. Активисток больше. Странная тенденция.&nbsp;</p><p>Многие молодые люди хотят менять &laquo;мир к лучшему&raquo;, то ли от нечего делать, то ли по причинам не самореализации. &laquo;Фиальта&raquo; уже давно существует и просвещает молодежь. Интересная у них база: много рисунков, иностранных слов на стенках и печенья.&nbsp;</p><p>В поисках единомышленников Фаланстер пришел и сюда. В начале мы раздали бумажные флаеры. Потом быстрая презентация Drupal-клуба, который = Drupal + пассионарии, рассказ о наших целях и авторитетах. &nbsp;Живых авторитетах: Фиделе Кастро, Линусе Торвальдсе, Рике Фальквинге, Гай Фоксе, Дрисе Байтаерте. &nbsp;Самодельные плакаты добавляли образу Drupal-клуба некий налёт дерзости и старомодности одновременно. &nbsp;</p><p><img alt="""" src=""/sites/default/files/custom_images/news/drupal_klub_v_fialte_1.jpg"" style=""border-style: initial; border-color: initial; border-style: initial; border-color: initial; border-style: initial; border-color: initial; border-style: initial; border-color: initial; border-style: initial; border-color: initial; margin-top: 10px; margin-bottom: 10px; float: left; width: 440px; height: 282px; "" /></p><p>(презентация Drupal-клуба)</p><p>А вот слушатели много вопросов не задавали, может только при личной беседе, а может, были не в теме - &nbsp;что такое Drupal*. Но все друг другу улыбались и ждали кофе-паузы.</p><p><strong><img alt="""" src=""/sites/default/files/custom_images/news/drupal_klub_v_fialte_2.jpg"" style=""border-style: initial; border-color: initial; border-style: initial; border-color: initial; border-style: initial; border-color: initial; border-style: initial; border-color: initial; border-style: initial; border-color: initial; margin-top: 10px; margin-bottom: 10px; float: left; width: 440px; height: 304px; "" /></strong></p><p>(страждущие и внемлющие зрители &quot;Фиальты&quot;)</p><div><p>Не было возможности присутствовать на событии от начала до конца, поэтому просмотрели только несколько презентаций проектов. &laquo;Арт-Сядзiба&raquo;. Халтура. Ролик может записать каждый. Где живое общение и человеческий фактор?! &nbsp;&laquo;Киноклуб&raquo;. Очень милый мальчик умеет создавать организации по сетевому принципу. Сколько сложных слов. &laquo;Центр оптимизации бизнес процессов&raquo;. За 10 минут докладчик успел провести треннинг и рассказать свой долгий и трудный путь к успеху. Не хватало уверенности и манипуляций. Был замечен расстерянным в обществе женщин, и скромно наливал чай в кофе-паузу. &laquo;34mag.net&raquo;. Рад всем: и &nbsp;художникам, и музыкантам, и писателям, и фанатам татуировок, главное, чтобы активные были. &nbsp;А вот и кофе-пауза, кажется, с нетерпением ждали именно ее.</p><p>Общение между различными инициативами замечено локально, многие были знакомы и обсуждали, казалось, что-то личное.&nbsp;</p><p>В соседней комнате для кофе и обсуждений проектор крутил &laquo;мнение&raquo; различных, но, в основном, тех же присутствующих. Пугающе смотрелся каждый на белом фоне, болезненно рассказывающий, как нужно &laquo;ловить настоящее&raquo;. Но, вообщем-то, идея с комнатой для бесед неплохая.</p><div><p>Немногочисленная целевая аудитория была найдена. На слуху останется слово &laquo;Drupal&raquo; и может быть что-то еще.. Ключевое слово вечера &nbsp;- &nbsp;кофе-пауза. &nbsp;Что ж, &nbsp;у Фаланстера времени на паузы нет.</p><p>&nbsp;</p><p>*Drupal - система управления содержимым для создания сайтов, написанная на php. Является свободным ПО.</p><p>&nbsp;</p></div></div><p>&nbsp;</p>",<p><strong>Команда Фаланстера приняла участие с презентацией проекта &laquo;Drupal-клуба&raquo; на &nbsp;Форуме образовательных инициатив на базе &laquo;Фиальты&raquo; вчера (7 июня). Семи минут оказалось достаточно для рассказа и ещё немного для исследования обстановки.</strong></p><p>Не очень-то и много в Беларуси активистов. Активисток больше. Странная тенденция.&nbsp;</p>,1339138263,2,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/230,2012-06-07T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1339106791,,0,4a36032a-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630858,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,news,,1,1,1338968253,1349630858,2,1,0,0,0,0,236,1,Развитие сообщества через Drupal,"<p><strong>В субботу - 2 июня - <a href=""http://drupal.zabej.info"">Drupal-клуб</a> принял участие на <a href=""http://drupalconf.ru"">конференции в Москве.</a></strong></p><p>Доклад, посвященный администрированию Drupal при помощи Drush, прозвучал предпоследним. До него дошли самые стойкие и интересующиеся. По мнению координатора Drupal-клуба Михаила Волчека, Drush не только ускоряет и упрощает работу, но и экономит время. И это время можно использовать для построения и укрепления сообщества.</p><div style=""text-align: center; ""><img alt="""" src=""/sites/default/files/custom_images/news/drupalconf_zabej.info_.jpg"" style=""width: 192px; height: 300px; "" /></div><p>Твиттер-трансляция мероприятия поддерживалась в основном командой сообщества Забей (хэштеги <a href=""http://twitter.com/#!/search/%23drupalconf"">#drupalconf</a>, <a href=""http://twitter.com/#!/search/%23zabej"">#zabej</a>).&nbsp;</p><p>День был насыщен прямыми видео-трансляциями. Также был организован двухчасовой семинар для новичков. Участие в конференции приняло около 200 человек. Вниманию слушателей было предоставлено 20 докладов в 2 потока.&nbsp;</p><p>Константин Комелин второй раз выступал на DrupalConf Moscow. Он считает, что подобные мероприятия всегда актуальны, и отмечает:</p><p><em>&quot;Развитие сообщества в руках каждого из нас, в усилиях, которые направленны на развитие Drupal, на вклад в код и в популяризацию [этой CMS - ред.]&quot;.</em></p><p>Впервые на событие прибыли англоговорящие коллеги. Так, Мартин Майер раскрыл тему &ldquo;Друпал и ключи к успешному сообществу&rdquo; и подчеркнул:&nbsp;</p><p><em>&ldquo;Друпал не был бы таким, какой он есть сегодня, без своего сильного и динамичного сообщества. Друпал в этом отношении является примером успешного построения сообщества&rdquo;.</em></p><p>Тем не менее, конференция была организована в традиционном формате, который, как считает Михаил, себя исчерпал:</p><p><em>&ldquo;Кофебрейков и обеда для многих недостаточно, чтобы познакомиться и пообщаться, поэтому люди уходят так и не найдя единомышленников. Особенно это касается тех, кто только начинает изучать drupal. Еще одна причина - перемешан уровень докладов: в одной аудитории идут презентации и для профессионалов, и для начинающих. Всё это приводит к мысли, что нужно менять подход в организации подобных мероприятий&rdquo;.</em></p><p><strong>Доклад Drupal-клуба - ещё один шаг в развитии Drupal-сообщества Беларуси и мира.</strong></p><div id=""__ss_13191635"" style=""width:510px""><strong style=""display:block;margin:12px 0 4px""><a href=""http://www.slideshare.net/zabej/drushdrupal-administration"" target=""_blank"" title=""Drush&amp;drupal. administration"">Drush&amp;Drupal. Administration</a></strong><object height=""426"" id=""__sse13191635"" width=""510""><param name=""movie"" value=""http://static.slidesharecdn.com/swf/ssplayer2.swf?doc=drushdrupal-administration-120604070052-phpapp02&amp;stripped_title=drushdrupal-administration&amp;userName=zabej"" /><param name=""allowFullScreen"" value=""true"" /><param name=""allowScriptAccess"" value=""always"" /><param name=""wmode"" value=""transparent"" /><embed allowfullscreen=""true"" allowscriptaccess=""always"" height=""355"" name=""__sse13191635"" src=""http://static.slidesharecdn.com/swf/ssplayer2.swf?doc=drushdrupal-administration-120604070052-phpapp02&amp;stripped_title=drushdrupal-administration&amp;userName=zabej"" type=""application/x-shockwave-flash"" width=""425"" wmode=""transparent""></embed></object><div style=""padding:5px 0 12px"">View more <a href=""http://www.slideshare.net/"" target=""_blank"">presentations</a> from <a href=""http://www.slideshare.net/zabej"" target=""_blank"">zabej</a></div></div><p>&nbsp;</p>","<p><strong>В субботу - 2 июня - <a href=""http://drupal.zabej.info"">Drupal-клуб</a> принял участие на <a href=""http://drupalconf.ru"">конференции в Москве.</a></strong></p><p>Доклад, посвященный администрированию Drupal при помощи Drush, прозвучал предпоследним. До него дошли самые стойкие и интересующиеся. По мнению координатора Drupal-клуба Михаила Волчека, Drush не только ускоряет и упрощает работу, но и экономит время. И это время можно использовать для построения и укрепления сообщества.</p>",1339062640,3,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/228,2012-06-05T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1338968253,,0,4a3c9f32-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630858,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,news,,1,1,1339055636,1349630858,2,1,0,0,0,0,237,1,Презентация клуба,"Сегодня 7 июня в 17:00 в МОЦ ""Фиальта"" будем делать презентацию Drupal-клуба. Общаемся, отвечаем на вопросы, делимся планами. Приходите! 
Адрес: г. Минск, ул. Мясникова, 35)","Сегодня 7 июня в 17:00 в МОЦ ""Фиальта"" будем делать презентацию Drupal-клуба. Общаемся, отвечаем на вопросы, делимся планами. Приходите! 
Адрес: г. Минск, ул. Мясникова, 35)",1339062483,1,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/229,2012-06-06T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1339055636,,0,4a431e52-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630858,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,news,,1,1,1338898048,1349630858,2,1,0,0,0,0,235,1,Приветствие Дриса Байтаерта на московском ДупалКоне,"<p>Изобретатель Drupal говорит о важности слётов, кэмпов, конференций для развития сообщества.<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""http://www.youtube.com/embed/7aMDVoc3A1s"" width=""420""></iframe></p><p>Почему бы не пригласить его в Drupal-клуб?</p>","<p>Изобретатель Drupal говорит о важности слётов, кэмпов, конференций для развития сообщества.<iframe allowfullscreen="""" frameborder=""0"" height=""315"" src=""http://www.youtube.com/embed/7aMDVoc3A1s"" width=""420""></iframe></p><p>Почему бы не пригласить его в Drupal-клуб?</p>",1338898739,4,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/227,2012-06-04T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1338898048,,0,4a495d26-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630858,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,news,ru,1,1,1338566732,1349630858,2,1,0,0,0,0,234,1,"Друпал-клуб 2.6. Media, Display Suite, Features.","В предстоящую среду (06.06.2012) на базе Фаланстера в 18.30 состоится уже шестая встреча клуба. Доделываем виды страниц, проектируем мобильную версию, уделяем внимание дизайну.

Домашние задачи дополняют план встречи:
- интеграция с белорусским языком;
- colorbox для фото и видео fields;
- тюнинг стилей (css);
- прикручиваем галерею;
- мобильная версия (ширина - 320px на Omega).

И, конечно, Вы можете наблюдать нашу встречу онлайн на сайте zabej.info, а лучше приходите и участвуйте. Научиться можно только на практике!

Подробнее про текущую сессию клуба читайте здесь: http://drupal-sliot.by/news/210

В дополнение к основной программе будет:
1. Рассказ про поекздку на DrupalConf в Москву
2. Обсуждение участия Drupal-клуба в форуме образовательных инициатив","В предстоящую среду (06.06.2012) на базе Фаланстера в 18.30 состоится уже шестая встреча клуба. Доделываем виды страниц, проектируем мобильную версию, уделяем внимание дизайну.

Домашние задачи дополняют план встречи:
- интеграция с белорусским языком;
- colorbox для фото и видео fields;
- тюнинг стилей (css);
- прикручиваем галерею;
- мобильная версия (ширина - 320px на Omega).

И, конечно, Вы можете наблюдать нашу встречу онлайн на сайте zabej.info, а лучше приходите и участвуйте. Научиться можно только на практике!

",1338814439,1,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/226,2012-05-31T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1338566732,,0,4a4f939e-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630858,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,news,ru,1,1,1338566140,1349630858,2,1,0,0,0,0,233,1,Исправляем ошибки,"<p>Основные модули уже успешно установлены на сайт Фаланстера. Доделываются особенности. Самое вкусное - на десерт) <!--break-->На пятой встрече был изменен формат проведения: работали не над одной задачей все вместе, а каждому определили свою. Смена режима пошла на пользу, увеличились производительность и интерес. Время пролетело, и, к всеобщему сожалению, встреча завершилась, когда закончился трафик 3G-модема на роутере Фаланстера. Рассматривали disqus, работали с локализацией белорусского языка, интеграцией google-календаря. Пришлось повозиться с ошибками модуля image i hierarchical select после недавнего обновления ядра. Куда без них! Совет дня: паролирование папки, где лежит сайт разработки, помогает сделать процесс создания более защищённым, но внешние сервисы (например, disqus) не работают. Нужно распароливаться. Следующий раз будем работать над проектом, а также затронем работу в интегрированной среда разработки (IDE NetBeans), мультизагрузчики в Drupal и др. Следите за сайтом.</p>",<p>Основные модули уже успешно установлены на сайт Фаланстера. Доделываются особенности. Самое вкусное - на десерт) ,1338812858,1,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/225,2012-05-30T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1338566140,,0,4a55f3f6-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630858,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,news,,1,1,1335719231,1349630858,2,1,0,0,0,0,218,1,Drupal-клуб 2.0. Стройка продолжается,"<p><strong>2 мая <a href=""http://drupal-sliot.by/club"">Drupal-клуб</a> начинает вторую сессию, где продолжит познавать систему. Приглашаются вольные гики, друпал-евангелисты, творческие люди и начинающие программисты.</strong></p><p><img alt="""" src=""/sites/default/files/custom_images/news/drupalclub2.jpg"" style=""width: 212px; height: 300px; float: left;"" />Основная цель клуба - завершение создания сайта Фаланстера и обновление текущего сайта - <a href=""http://zabej.info"">zabej.info</a>. Таким образом, Drupal-клуб будет совмещать в себе и теорию, и практику.</p><p>Ниже <strong>тезисы клуба</strong>, которые разделяют его участники:</p><p>- Всякие знания и информация могут свободно распространяться и изменяться для некоммерческих целей;<br />- Компьютерные программы, научные изобретения, кино, музыка и другое искусство принадлежат создателю и всему человечеству;<br />- Образование - это право, а не привилегия.&nbsp;</p><p>Сезон будет длиться до середины июня. Всего - около 6-7 сетов, которые будут проходить каждую среду. <strong>Начало в 18:30.</strong> Продолжительность сета - 3 часа. Возможны внеочередные сеты. Каждая встреча будет построена на докладах и мастер-классах участников и возможных экспертов.</p><p>На сегодня определена следующая<strong> программа:</strong></p><p>1. Drush. Быстрый старт Drupal.<br />2. Git. Работа в команде.<br />3. Темизация. Шаблоны. Omega + Context + Delta.<br />4. Минорное и значительное обновление Drupal-сайта.<br />5. Модули Views, Display Suite, Features.<br />6. Тюнинг сервера. Linux. IDE. Eclipse\NetBeance<br />7. Модули работы с AJAX в Drupal 7. Мультизагрузчик. Open Layer.<br />8. Дистрибутивы. Openatrium. Системы задач. Redmine.<br />9. Модули SEO. XMLsitemap.</p><p>Пункты программы могут дополняться и изменяться, в том числе и их последовательность.</p><p><strong>Приглашаем всех, кто познаёт систему и Drupal!</strong></p>","<p><strong>2 мая <a href=""http://drupal-sliot.by/club"">Drupal-клуб</a> начинает вторую сессию, где продолжит познавать систему. Приглашаются вольные гики, друпал-евангелисты, творческие люди и начинающие программисты.</strong></p><p><img alt="""" src=""/sites/default/files/custom_images/news/drupalclub2.jpg"" style=""width: 212px; height: 300px; float: left;"" />Основная цель клуба - завершение создания сайта Фаланстера и обновление текущего сайта - <a href=""http://zabej.info"">zabej.info</a>. Таким образом, Drupal-клуб будет совмещать в себе и теорию, и практику.</p>",1338227663,3,admin,sites/default/files/pictures/picture-1.jpg,"a:5:{s:13:""form_build_id"";s:37:""form-5bec586b83c4fe39bc7b4bd40c1fdde4"";s:7:""contact"";i:0;s:14:""picture_delete"";i:0;s:14:""picture_upload"";s:0:"""";s:5:""block"";a:1:{s:13:""gmap_location"";a:1:{i:0;i:1;}}}",news/210,2012-04-28T21:00:00,Europe/Minsk,UTC,date,NULL,0,1,1335719231,,0,4a5e8750-10a4-11e2-9a9e-00304862f90a,FALSE,FALSE,1349630858,,0,0,menu-drupal-zliot,0,menu,0,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
